Vehicle_Type,Lane_Type,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Day,Month,Year,Hour,Minute
6,1,140,100,3,80,Fraud,10,4,2023,11,10
4,0,160,90,3,62,Fraud,11,4,2023,15,50
3,1,180,180,3,87,Not Fraud,12,4,2023,20,25
0,0,350,350,3,47,Not Fraud,13,4,2023,1,0
1,1,120,120,3,73,Not Fraud,14,4,2023,6,40
2,1,0,0,3,68,Not Fraud,15,4,2023,11,15
5,1,350,350,3,91,Not Fraud,16,4,2023,15,50
6,0,140,120,3,52,Fraud,17,4,2023,21,30
4,1,160,120,3,82,Fraud,18,4,2023,3,10
3,0,180,180,3,56,Not Fraud,19,4,2023,7,40
0,1,350,350,3,84,Not Fraud,20,4,2023,12,20
1,0,120,120,3,69,Not Fraud,21,4,2023,16,55
2,1,0,0,3,94,Not Fraud,22,4,2023,22,35
5,0,350,180,3,49,Fraud,23,4,2023,4,15
6,1,140,100,3,76,Fraud,24,4,2023,8,50
4,0,160,160,3,63,Not Fraud,25,4,2023,13,30
3,1,180,100,3,88,Fraud,26,4,2023,18,5
0,0,350,350,3,74,Not Fraud,27,4,2023,23,40
1,1,120,120,3,96,Not Fraud,28,4,2023,5,20
2,1,0,0,3,61,Not Fraud,29,4,2023,9,50
5,1,350,100,3,85,Fraud,30,4,2023,14,30
6,0,140,180,3,52,Fraud,1,5,2023,18,5
4,1,160,160,3,79,Not Fraud,2,5,2023,23,45
3,0,180,180,3,66,Not Fraud,3,5,2023,3,15
0,1,350,350,3,90,Not Fraud,4,5,2023,7,55
1,0,120,120,3,48,Not Fraud,5,5,2023,12,30
2,1,0,0,3,77,Not Fraud,6,5,2023,16,5
5,0,290,290,2,60,Not Fraud,7,5,2023,21,45
6,1,110,110,2,83,Not Fraud,8,5,2023,3,25
4,0,100,100,2,71,Not Fraud,9,5,2023,8,55
3,1,130,180,2,97,Fraud,10,5,2023,13,35
0,0,290,100,2,46,Fraud,11,5,2023,18,10
1,1,60,60,2,81,Not Fraud,12,5,2023,23,50
2,1,0,0,2,64,Not Fraud,13,5,2023,5,30
5,1,290,290,2,93,Not Fraud,14,5,2023,10,5
6,0,110,110,2,57,Not Fraud,15,5,2023,14,45
4,1,100,100,2,86,Not Fraud,16,5,2023,19,20
3,0,130,130,2,87,Not Fraud,17,5,2023,0,55
0,1,290,100,2,88,Fraud,18,5,2023,6,35
1,0,60,60,2,89,Not Fraud,19,5,2023,11,5
2,1,0,0,2,90,Not Fraud,20,5,2023,15,40
5,0,290,290,2,91,Not Fraud,21,5,2023,21,20
6,1,110,100,2,92,Fraud,22,5,2023,2,0
4,0,100,100,2,93,Not Fraud,23,5,2023,6,30
3,1,130,100,2,66,Fraud,24,5,2023,11,5
0,0,290,290,2,67,Not Fraud,25,5,2023,16,45
1,1,60,60,2,68,Not Fraud,26,5,2023,21,20
2,1,0,0,2,69,Not Fraud,27,5,2023,2,50
5,1,290,100,2,70,Fraud,28,5,2023,7,30
6,0,110,110,2,71,Not Fraud,29,5,2023,12,5
4,1,100,0,2,72,Fraud,30,5,2023,16,40
3,0,130,100,2,73,Fraud,31,5,2023,22,20
0,1,290,290,2,74,Not Fraud,1,6,2023,3,0
1,0,60,60,2,75,Not Fraud,2,6,2023,7,30
2,1,0,0,2,76,Not Fraud,3,6,2023,12,5
5,0,290,60,2,77,Fraud,4,6,2023,15,40
6,1,110,110,2,78,Not Fraud,5,6,2023,21,20
4,0,100,100,2,79,Not Fraud,6,6,2023,2,55
3,1,130,130,2,80,Not Fraud,7,6,2023,6,30
0,0,290,100,2,81,Fraud,8,6,2023,11,10
1,1,60,60,2,82,Not Fraud,9,6,2023,15,50
2,1,0,0,2,83,Not Fraud,10,6,2023,20,25
5,1,290,290,2,84,Not Fraud,11,6,2023,1,0
6,0,110,90,2,85,Fraud,12,6,2023,6,40
4,1,100,100,2,86,Not Fraud,13,6,2023,11,15
3,0,130,130,2,40,Not Fraud,14,6,2023,15,50
0,1,290,100,2,41,Fraud,15,6,2023,21,30
1,0,60,0,2,42,Fraud,16,6,2023,3,10
2,1,0,0,2,43,Not Fraud,17,6,2023,7,40
5,0,290,290,2,44,Not Fraud,18,6,2023,12,20
6,1,110,110,2,45,Not Fraud,19,6,2023,16,55
4,0,100,100,2,46,Not Fraud,20,6,2023,22,35
3,1,130,90,2,47,Fraud,21,6,2023,4,15
0,0,290,60,2,45,Fraud,22,6,2023,8,50
1,1,60,90,2,50,Fraud,26,5,2023,21,45
2,1,0,0,2,55,Not Fraud,13,6,2023,11,15
5,1,290,290,2,48,Not Fraud,14,6,2023,13,30
6,0,110,100,2,60,Fraud,1,8,2023,20,15
4,1,100,100,2,42,Not Fraud,27,9,2023,19,15
3,0,130,100,2,57,Fraud,16,10,2023,8,15
0,1,290,290,2,49,Not Fraud,1,1,2023,8,15
1,0,60,60,2,52,Not Fraud,2,1,2023,12,45
2,1,0,0,2,46,Not Fraud,11,1,2023,0,40
5,0,290,290,2,58,Not Fraud,12,1,2023,8,30
6,1,110,60,2,53,Fraud,13,1,2023,14,20
4,0,100,60,2,47,Fraud,14,1,2023,20,15
3,1,130,130,2,51,Not Fraud,15,1,2023,3,5
0,0,290,290,2,44,Not Fraud,16,1,2023,9,50
1,1,60,60,2,59,Not Fraud,17,1,2023,15,35
2,1,0,0,2,54,Not Fraud,18,1,2023,22,25
5,1,290,290,2,43,Not Fraud,19,1,2023,4,10
6,0,110,110,2,56,Not Fraud,20,1,2023,10,0
4,1,100,180,2,50,Fraud,21,1,2023,15,45
3,0,130,100,2,45,Fraud,22,1,2023,21,30
0,1,290,100,2,55,Fraud,23,1,2023,4,15
1,0,60,60,2,48,Not Fraud,24,1,2023,10,5
2,1,0,0,2,60,Not Fraud,25,1,2023,16,0
5,0,290,110,2,42,Fraud,26,1,2023,22,50
6,1,110,110,2,57,Not Fraud,27,1,2023,5,35
4,0,100,100,2,49,Not Fraud,28,1,2023,11,25
3,1,130,130,2,52,Not Fraud,29,1,2023,17,15
0,0,290,290,2,46,Not Fraud,30,1,2023,0,5
1,1,60,60,2,58,Not Fraud,31,1,2023,6,0
2,1,0,0,2,53,Not Fraud,1,2,2023,11,45
5,1,290,290,2,47,Not Fraud,2,2,2023,18,30
6,0,110,110,2,51,Not Fraud,3,2,2023,1,15
4,1,100,100,2,44,Not Fraud,4,2,2023,7,5
3,0,130,130,2,59,Not Fraud,5,2,2023,13,0
0,1,290,290,2,54,Not Fraud,6,2,2023,19,45
1,0,60,100,2,43,Fraud,7,2,2023,2,30
2,1,0,0,2,56,Not Fraud,8,2,2023,8,20
5,0,290,290,2,50,Not Fraud,9,2,2023,14,10
6,1,110,110,2,45,Not Fraud,10,2,2023,20,5
4,0,100,60,2,55,Fraud,11,2,2023,2,55
3,1,130,60,2,48,Fraud,12,2,2023,8,40
0,0,290,290,2,60,Not Fraud,13,2,2023,14,30
1,1,60,60,2,42,Not Fraud,14,2,2023,21,15
2,1,0,0,2,57,Not Fraud,15,2,2023,3,5
5,1,290,290,2,49,Not Fraud,16,2,2023,9,0
6,0,110,60,2,52,Fraud,17,2,2023,14,45
4,1,100,100,2,46,Not Fraud,18,2,2023,20,30
3,0,130,90,2,58,Fraud,19,2,2023,3,15
0,1,290,290,2,53,Not Fraud,20,2,2023,9,0
1,0,60,0,2,47,Fraud,21,2,2023,15,45
2,1,0,0,2,51,Not Fraud,22,2,2023,21,35
5,0,290,180,2,44,Fraud,23,2,2023,4,20
6,1,110,110,2,59,Not Fraud,24,2,2023,10,10
4,0,100,100,2,54,Not Fraud,25,2,2023,16,5
3,1,130,130,2,43,Not Fraud,26,2,2023,22,55
0,0,290,290,2,56,Not Fraud,27,2,2023,5,40
1,1,60,60,2,50,Not Fraud,28,2,2023,11,30
2,1,0,0,2,45,Not Fraud,1,3,2023,17,20
5,1,290,110,2,55,Fraud,2,3,2023,0,10
6,0,110,110,2,48,Not Fraud,3,3,2023,6,5
4,1,100,100,2,60,Not Fraud,4,3,2023,11,50
3,0,130,130,2,42,Not Fraud,5,3,2023,18,35
0,1,290,90,2,57,Fraud,6,3,2023,1,20
1,0,60,60,2,49,Not Fraud,7,3,2023,7,10
2,1,0,0,2,52,Not Fraud,8,3,2023,13,5
5,0,290,290,2,46,Not Fraud,9,3,2023,18,50
6,1,110,110,2,58,Not Fraud,10,3,2023,1,35
4,0,100,100,2,53,Not Fraud,11,3,2023,7,25
3,1,130,130,2,47,Not Fraud,12,3,2023,13,20
0,0,290,290,2,51,Not Fraud,13,3,2023,20,5
1,1,60,60,2,44,Not Fraud,14,3,2023,2,50
2,1,0,0,2,59,Not Fraud,15,3,2023,8,40
5,1,290,290,2,54,Not Fraud,16,3,2023,14,30
6,0,110,100,2,43,Fraud,17,3,2023,21,15
4,1,100,100,2,56,Not Fraud,18,3,2023,4,0
3,0,130,130,2,50,Not Fraud,19,3,2023,9,45
0,1,290,290,2,45,Not Fraud,20,3,2023,16,30
1,0,60,60,2,55,Not Fraud,21,3,2023,22,20
2,1,0,0,2,48,Not Fraud,22,3,2023,5,5
5,0,290,100,2,60,Fraud,23,3,2023,10,55
6,1,110,110,2,42,Not Fraud,24,3,2023,16,50
4,0,100,100,2,57,Not Fraud,25,3,2023,22,35
3,1,130,0,2,49,Fraud,26,3,2023,5,20
0,0,290,130,2,52,Fraud,27,3,2023,11,10
1,1,60,60,2,46,Not Fraud,28,3,2023,17,0
2,1,0,0,2,58,Not Fraud,29,3,2023,0,45
5,1,290,60,2,53,Fraud,30,3,2023,6,35
6,0,110,100,2,47,Fraud,31,3,2023,12,30
4,1,100,60,2,51,Fraud,1,4,2023,19,15
3,0,130,130,2,44,Not Fraud,2,4,2023,2,0
0,1,290,100,2,59,Fraud,3,4,2023,7,45
1,0,60,60,2,54,Not Fraud,4,4,2023,13,35
2,1,0,0,2,43,Not Fraud,5,4,2023,19,30
5,0,290,290,2,56,Not Fraud,6,4,2023,2,15
6,1,110,110,2,50,Not Fraud,7,4,2023,8,5
4,0,100,100,2,45,Not Fraud,8,4,2023,13,55
3,1,130,130,2,55,Not Fraud,9,4,2023,20,40
0,0,290,290,2,48,Not Fraud,10,4,2023,4,30
1,1,60,60,2,60,Not Fraud,11,1,2023,0,40
2,1,0,0,2,40,Not Fraud,12,1,2023,8,30
5,1,290,290,2,62,Not Fraud,13,1,2023,14,20
6,0,110,0,2,38,Fraud,14,1,2023,20,15
4,1,100,60,2,65,Fraud,15,1,2023,3,5
3,0,130,100,2,42,Fraud,16,1,2023,9,50
0,1,290,90,2,55,Fraud,17,1,2023,15,35
1,0,60,0,2,48,Fraud,18,1,2023,22,25
2,1,0,0,2,50,Not Fraud,19,1,2023,4,10
5,0,290,290,2,58,Not Fraud,20,1,2023,10,0
6,1,110,110,2,46,Not Fraud,21,1,2023,15,45
4,0,100,100,2,53,Not Fraud,22,1,2023,21,30
3,1,130,130,2,47,Not Fraud,23,1,2023,4,15
0,0,290,290,2,51,Not Fraud,24,1,2023,10,5
1,1,60,60,2,44,Not Fraud,25,1,2023,16,0
2,1,0,0,2,59,Not Fraud,26,1,2023,22,50
5,1,290,60,2,54,Fraud,27,1,2023,5,35
6,0,110,110,2,43,Not Fraud,28,1,2023,11,25
4,1,100,100,2,56,Not Fraud,29,1,2023,17,15
3,0,130,130,2,52,Not Fraud,30,1,2023,0,5
0,1,290,290,2,45,Not Fraud,31,1,2023,6,0
1,0,60,60,2,57,Not Fraud,1,2,2023,11,45
2,1,0,0,2,49,Not Fraud,2,2,2023,18,30
5,0,290,290,2,60,Not Fraud,3,2,2023,1,15
6,1,110,110,2,41,Not Fraud,4,2,2023,7,5
4,0,100,60,2,63,Fraud,5,2,2023,13,0
3,1,130,130,2,39,Not Fraud,6,2,2023,19,45
0,0,290,290,2,66,Not Fraud,7,2,2023,2,30
1,1,60,60,2,43,Not Fraud,8,2,2023,8,20
2,1,0,0,2,61,Not Fraud,9,2,2023,14,10
5,1,290,290,2,37,Not Fraud,10,2,2023,20,5
6,0,110,110,2,54,Not Fraud,11,2,2023,2,55
4,1,100,100,2,46,Not Fraud,12,2,2023,8,40
3,0,130,110,2,55,Fraud,13,2,2023,14,30
0,1,290,60,2,49,Fraud,14,2,2023,21,15
1,0,60,60,2,60,Not Fraud,15,2,2023,3,5
2,1,0,0,2,42,Not Fraud,16,2,2023,9,0
5,0,290,70,2,57,Fraud,17,2,2023,14,45
6,1,110,110,2,48,Not Fraud,18,2,2023,20,30
4,0,100,100,2,52,Not Fraud,19,2,2023,3,15
3,1,130,130,2,45,Not Fraud,20,2,2023,9,0
0,0,290,290,2,59,Not Fraud,21,2,2023,15,45
1,1,60,60,2,53,Not Fraud,22,2,2023,21,35
2,1,0,0,2,47,Not Fraud,23,2,2023,4,20
5,1,290,290,2,51,Not Fraud,24,2,2023,10,10
6,0,110,110,2,44,Not Fraud,25,2,2023,16,5
4,1,100,60,2,58,Fraud,26,2,2023,22,55
3,0,130,0,2,54,Fraud,27,2,2023,5,40
0,1,290,290,2,43,Not Fraud,28,2,2023,11,30
1,0,60,60,2,56,Not Fraud,1,3,2023,17,20
2,1,0,0,2,50,Not Fraud,2,3,2023,0,10
5,0,290,60,2,45,Fraud,3,3,2023,6,5
6,1,110,0,2,55,Fraud,4,3,2023,11,50
4,0,100,100,2,48,Not Fraud,5,3,2023,18,35
3,1,130,130,2,60,Not Fraud,6,3,2023,1,20
0,0,290,100,2,42,Fraud,7,3,2023,7,10
1,1,60,60,2,57,Not Fraud,8,3,2023,13,5
2,1,0,0,2,49,Not Fraud,9,3,2023,18,50
5,1,290,290,2,52,Not Fraud,10,3,2023,1,35
6,0,110,100,2,46,Fraud,11,3,2023,7,25
4,1,100,100,2,58,Not Fraud,12,3,2023,13,20
3,0,130,130,2,53,Not Fraud,13,3,2023,20,5
0,1,290,290,2,47,Not Fraud,14,3,2023,2,50
1,0,60,60,2,51,Not Fraud,15,3,2023,8,40
2,1,0,0,2,44,Not Fraud,16,3,2023,14,30
5,0,290,90,2,59,Fraud,17,3,2023,21,15
6,1,110,110,2,54,Not Fraud,18,3,2023,4,0
4,0,100,100,2,43,Not Fraud,19,3,2023,9,45
3,1,130,100,2,56,Fraud,20,3,2023,16,30
0,0,290,100,2,50,Fraud,21,3,2023,22,20
1,1,60,60,2,45,Not Fraud,22,3,2023,5,5
2,1,0,0,2,55,Not Fraud,23,3,2023,10,55
5,1,290,290,2,48,Not Fraud,24,3,2023,16,50
6,0,110,100,2,60,Fraud,25,3,2023,22,35
4,1,100,100,2,42,Not Fraud,26,3,2023,5,20
3,0,130,130,2,57,Not Fraud,27,3,2023,11,10
0,1,290,90,2,49,Fraud,28,3,2023,17,0
1,0,60,0,2,52,Fraud,29,3,2023,0,45
2,1,0,0,2,46,Not Fraud,30,3,2023,6,35
5,0,290,290,2,58,Not Fraud,31,3,2023,12,30
6,1,110,110,2,53,Not Fraud,1,4,2023,19,15
4,0,100,100,2,47,Not Fraud,2,4,2023,2,0
3,1,130,130,2,51,Not Fraud,3,4,2023,7,45
0,0,290,290,2,44,Not Fraud,4,4,2023,13,35
1,1,60,60,2,59,Not Fraud,5,4,2023,19,30
2,1,0,0,2,54,Not Fraud,6,4,2023,2,15
5,1,290,100,2,43,Fraud,7,4,2023,8,5
6,0,110,110,2,56,Not Fraud,8,4,2023,13,55
4,1,100,0,2,50,Fraud,9,4,2023,20,40
3,0,130,130,2,45,Not Fraud,10,4,2023,4,30
0,1,290,290,2,55,Not Fraud,26,5,2023,21,45
1,0,60,60,2,48,Not Fraud,29,7,2023,8,15
2,1,0,0,2,60,Not Fraud,27,9,2023,19,15
5,0,290,100,2,42,Fraud,1,1,2023,8,15
6,1,110,90,2,57,Fraud,14,6,2023,13,30
4,0,100,100,2,49,Not Fraud,10,4,2023,4,30
3,1,130,130,2,52,Not Fraud,29,7,2023,8,15
0,0,290,90,2,46,Fraud,16,10,2023,8,15
1,1,60,60,2,58,Not Fraud,23,11,2023,0,0
2,1,0,0,2,53,Not Fraud,28,12,2023,2,15
5,1,290,90,2,47,Fraud,12,2,2023,4,30
6,0,110,60,2,20,Fraud,18,3,2023,6,45
4,1,100,100,2,21,Not Fraud,23,4,2023,9,0
3,0,130,130,2,22,Not Fraud,29,5,2023,11,15
0,1,290,90,2,23,Fraud,3,7,2023,13,30
1,0,60,60,2,24,Not Fraud,8,8,2023,15,45
2,1,0,0,2,25,Not Fraud,13,9,2023,18,0
5,0,290,290,2,26,Not Fraud,18,10,2023,20,15
6,1,110,110,2,27,Not Fraud,23,11,2023,22,30
4,0,100,100,2,28,Not Fraud,29,12,2023,0,45
3,1,130,130,2,29,Not Fraud,13,2,2023,3,0
0,0,290,290,2,30,Not Fraud,19,3,2023,5,15
1,1,60,60,2,31,Not Fraud,24,4,2023,7,30
2,1,0,0,2,32,Not Fraud,30,5,2023,9,45
5,1,290,290,2,33,Not Fraud,4,7,2023,12,0
6,0,110,100,2,34,Fraud,9,8,2023,14,15
4,1,100,100,2,35,Not Fraud,14,9,2023,16,30
3,0,130,130,2,36,Not Fraud,19,10,2023,18,45
0,1,290,290,2,37,Not Fraud,24,11,2023,21,0
1,0,60,100,2,38,Fraud,30,12,2023,23,15
2,1,0,0,2,39,Not Fraud,14,2,2023,1,30
5,0,290,290,2,65,Not Fraud,20,3,2023,3,45
6,1,110,90,2,76,Fraud,25,4,2023,6,0
4,0,100,100,2,89,Not Fraud,31,5,2023,8,15
3,1,130,130,2,45,Not Fraud,5,7,2023,10,30
0,0,290,290,2,56,Not Fraud,10,8,2023,12,45
1,1,60,60,2,67,Not Fraud,15,9,2023,15,0
2,1,0,0,2,87,Not Fraud,20,10,2023,17,15
5,1,290,290,2,45,Not Fraud,25,11,2023,19,30
6,0,110,110,2,34,Not Fraud,31,12,2023,21,45
4,1,100,100,2,78,Not Fraud,16,2,2023,0,0
3,0,130,130,2,45,Not Fraud,22,3,2023,2,15
0,1,290,100,2,87,Fraud,27,4,2023,4,30
1,0,60,0,2,66,Fraud,2,6,2023,6,45
2,1,0,0,2,89,Not Fraud,7,7,2023,9,0
5,0,290,290,2,65,Not Fraud,12,8,2023,11,15
6,1,110,110,2,34,Not Fraud,17,9,2023,13,30
4,0,100,100,2,98,Not Fraud,22,10,2023,15,45
3,1,130,110,2,22,Fraud,27,11,2023,18,0
0,0,290,100,2,23,Fraud,1,1,2023,20,15
1,1,60,60,2,10,Not Fraud,17,2,2023,22,30
2,1,0,0,2,67,Not Fraud,24,3,2023,0,45
5,1,290,290,2,87,Not Fraud,29,4,2023,3,0
6,0,110,110,2,65,Not Fraud,4,6,2023,5,15
4,1,100,100,2,34,Not Fraud,9,7,2023,7,30
3,0,130,100,2,87,Fraud,14,8,2023,9,45
0,1,290,290,2,35,Not Fraud,19,9,2023,12,0
1,0,60,60,2,32,Not Fraud,24,10,2023,14,15
2,1,0,0,2,76,Not Fraud,29,11,2023,16,30
5,0,290,290,2,34,Not Fraud,3,1,2023,18,45
6,1,110,60,2,65,Fraud,8,2,2023,21,0
4,0,100,60,2,23,Fraud,15,3,2023,23,15
3,1,130,130,2,65,Not Fraud,21,4,2023,1,30
0,0,290,290,2,34,Not Fraud,26,5,2023,3,45
1,1,60,60,2,76,Not Fraud,1,7,2023,6,0
2,1,0,0,2,45,Not Fraud,6,8,2023,8,15
5,1,290,290,2,67,Not Fraud,11,9,2023,10,30
6,0,110,110,2,45,Not Fraud,16,10,2023,12,45
4,1,100,90,2,76,Fraud,21,11,2023,15,0
3,0,130,130,2,45,Not Fraud,26,12,2023,17,15
0,1,290,90,2,76,Fraud,9,2,2023,19,30
1,0,60,60,2,45,Not Fraud,16,3,2023,21,45
2,1,0,0,2,76,Not Fraud,22,4,2023,0,0
5,0,290,290,2,45,Not Fraud,28,5,2023,2,15
6,1,110,100,2,65,Fraud,2,7,2023,4,30
4,0,100,100,2,98,Not Fraud,7,8,2023,6,45
3,1,130,130,2,76,Not Fraud,12,9,2023,9,0
0,0,290,290,2,65,Not Fraud,17,10,2023,11,15
1,1,60,60,2,88,Not Fraud,22,11,2023,13,30
2,1,0,0,2,76,Not Fraud,27,12,2023,15,45
5,1,290,290,2,56,Not Fraud,11,2,2023,18,0
6,0,110,110,2,86,Not Fraud,17,3,2023,20,15
4,1,100,90,2,98,Fraud,22,4,2023,22,30
3,0,130,130,2,67,Not Fraud,29,5,2023,0,45
0,1,290,290,2,98,Not Fraud,3,7,2023,3,0
1,0,60,0,2,67,Fraud,8,8,2023,5,15
2,1,0,0,2,56,Not Fraud,13,9,2023,7,30
5,0,290,0,2,87,Fraud,18,10,2023,9,45
6,1,110,110,2,56,Not Fraud,23,11,2023,12,0
4,0,100,100,2,87,Not Fraud,28,12,2023,14,15
3,1,130,130,2,67,Not Fraud,12,2,2023,16,30
0,0,290,290,2,76,Not Fraud,18,3,2023,18,45
1,1,60,60,2,56,Not Fraud,23,4,2023,21,0
2,1,0,0,2,98,Not Fraud,30,5,2023,23,15
5,1,290,290,2,56,Not Fraud,5,7,2023,1,30
6,0,110,60,2,45,Fraud,10,8,2023,3,45
4,1,100,90,2,55,Fraud,15,9,2023,6,0
3,0,130,130,2,76,Not Fraud,20,10,2023,8,15
0,1,290,290,2,45,Not Fraud,25,11,2023,10,30
1,0,60,60,2,76,Not Fraud,1,1,2023,12,45
2,1,0,0,2,45,Not Fraud,23,11,2023,0,0
5,0,290,290,2,76,Not Fraud,28,12,2023,2,15
6,1,110,110,2,90,Not Fraud,12,2,2023,4,30
4,0,100,90,2,78,Fraud,18,3,2023,6,45
3,1,130,100,2,76,Fraud,23,4,2023,9,0
0,0,290,290,2,89,Not Fraud,29,5,2023,11,15
1,1,60,60,2,90,Not Fraud,3,7,2023,13,30
2,1,0,0,2,80,Not Fraud,8,8,2023,15,45
5,1,290,290,2,70,Not Fraud,13,9,2023,18,0
6,0,110,110,2,60,Not Fraud,18,10,2023,20,15
4,1,100,60,2,56,Fraud,23,11,2023,22,30
3,0,130,130,2,45,Not Fraud,29,12,2023,0,45
0,1,290,290,2,55,Not Fraud,13,2,2023,3,0
1,0,60,90,2,65,Fraud,19,3,2023,5,15
2,1,0,0,2,76,Not Fraud,24,4,2023,7,30
5,0,290,290,2,87,Not Fraud,30,5,2023,9,45
6,1,110,110,2,98,Not Fraud,4,7,2023,12,0
4,0,100,100,2,45,Not Fraud,9,8,2023,14,15
3,1,130,130,2,35,Not Fraud,14,9,2023,16,30
0,0,290,90,2,24,Fraud,19,10,2023,18,45
1,1,60,60,2,25,Not Fraud,24,11,2023,21,0
2,1,0,0,2,77,Not Fraud,30,12,2023,23,15
5,1,290,290,2,78,Not Fraud,14,2,2023,1,30
6,0,110,110,2,90,Not Fraud,20,3,2023,3,45
4,1,100,100,2,89,Not Fraud,25,4,2023,6,0
3,0,130,130,2,85,Not Fraud,31,5,2023,8,15
0,1,290,290,2,65,Not Fraud,5,7,2023,10,30
1,0,60,60,2,45,Not Fraud,10,8,2023,12,45
2,1,0,0,2,65,Not Fraud,15,9,2023,15,0
5,0,290,290,2,45,Not Fraud,20,10,2023,17,15
6,1,110,110,2,76,Not Fraud,25,11,2023,19,30
4,0,100,90,2,45,Fraud,31,12,2023,21,45
3,1,130,100,2,77,Fraud,16,2,2023,0,0
0,0,290,290,2,88,Not Fraud,22,3,2023,2,15
1,1,60,0,2,23,Fraud,27,4,2023,4,30
2,1,0,0,2,34,Not Fraud,2,6,2023,6,45
5,1,290,60,2,65,Fraud,7,7,2023,9,0
6,0,110,110,2,45,Not Fraud,12,8,2023,11,15
4,1,100,100,2,76,Not Fraud,17,9,2023,13,30
3,0,130,130,2,54,Not Fraud,22,10,2023,15,45
0,1,290,100,2,66,Fraud,27,11,2023,18,0
1,0,60,60,2,66,Not Fraud,1,1,2023,20,15
2,1,0,0,2,55,Not Fraud,17,2,2023,22,30
5,0,290,290,2,77,Not Fraud,24,3,2023,0,45
6,1,110,110,2,44,Not Fraud,29,4,2023,3,0
4,0,100,100,2,60,Not Fraud,4,6,2023,5,15
3,1,130,90,2,70,Fraud,9,7,2023,7,30
0,0,290,290,2,77,Not Fraud,14,8,2023,9,45
1,1,60,60,2,55,Not Fraud,19,9,2023,12,0
2,1,0,0,2,65,Not Fraud,24,10,2023,14,15
5,1,290,290,2,75,Not Fraud,29,11,2023,16,30
6,0,110,90,2,85,Fraud,3,1,2023,18,45
4,1,100,100,2,95,Not Fraud,8,2,2023,21,0
3,0,130,130,2,90,Not Fraud,15,3,2023,23,15
0,1,290,100,2,88,Fraud,21,4,2023,1,30
1,0,60,60,2,90,Not Fraud,26,5,2023,3,45
2,1,0,0,2,90,Not Fraud,1,7,2023,6,0
5,0,290,290,2,78,Not Fraud,6,8,2023,8,15
6,1,110,90,2,78,Fraud,11,9,2023,10,30
4,0,100,100,2,89,Not Fraud,16,10,2023,12,45
3,1,130,130,2,99,Not Fraud,21,11,2023,15,0
0,0,290,110,2,98,Fraud,26,12,2023,17,15
1,1,60,60,2,76,Not Fraud,9,2,2023,19,30
2,1,0,0,2,68,Not Fraud,16,3,2023,21,45
5,1,290,290,2,45,Not Fraud,22,4,2023,0,0
6,0,110,0,2,23,Fraud,28,5,2023,2,15
4,1,100,60,2,35,Fraud,2,7,2023,4,30
3,0,130,130,2,75,Not Fraud,7,8,2023,6,45
0,1,290,290,2,80,Not Fraud,12,9,2023,9,0
1,0,60,100,2,88,Fraud,17,10,2023,11,15
2,1,0,0,2,76,Not Fraud,22,11,2023,13,30
5,0,290,90,2,75,Fraud,27,12,2023,15,45
6,1,110,110,2,46,Not Fraud,11,2,2023,18,0
4,0,100,100,2,47,Not Fraud,17,3,2023,20,15
3,1,130,110,2,89,Fraud,22,4,2023,22,30
0,0,290,290,2,90,Not Fraud,29,5,2023,0,45
1,1,60,60,2,87,Not Fraud,3,7,2023,3,0
2,1,0,0,2,96,Not Fraud,8,8,2023,5,15
5,1,290,100,2,67,Fraud,13,9,2023,7,30
6,0,110,110,2,65,Not Fraud,18,10,2023,9,45
4,1,100,100,2,66,Not Fraud,23,11,2023,12,0
3,0,130,130,2,67,Not Fraud,28,12,2023,14,15
0,1,290,290,2,68,Not Fraud,12,2,2023,16,30
1,0,60,0,2,69,Fraud,18,3,2023,18,45
2,1,0,0,2,70,Not Fraud,23,4,2023,21,0
5,0,290,290,2,71,Not Fraud,30,5,2023,23,15
6,1,110,60,2,72,Fraud,5,7,2023,1,30
4,0,100,100,2,73,Not Fraud,10,8,2023,3,45
3,1,130,130,2,74,Not Fraud,15,9,2023,6,0
0,0,290,190,2,75,Fraud,20,10,2023,8,15
1,1,60,60,2,76,Not Fraud,25,11,2023,10,30
2,1,0,0,2,77,Not Fraud,1,1,2023,12,45
5,1,290,290,2,78,Not Fraud,1,8,2023,20,15
6,0,110,110,2,79,Not Fraud,1,1,2023,8,17
4,1,100,90,2,80,Fraud,5,2,2023,12,42
3,0,130,100,2,81,Fraud,12,3,2023,16,20
0,1,290,120,2,82,Fraud,20,4,2023,9,55
1,0,60,60,2,83,Not Fraud,25,5,2023,14,30
2,1,0,0,2,84,Not Fraud,30,6,2023,18,10
5,0,290,290,2,85,Not Fraud,7,8,2023,21,48
6,1,110,110,2,86,Not Fraud,15,9,2023,5,25
4,0,100,60,2,87,Fraud,22,10,2023,10,2
3,1,130,130,2,88,Not Fraud,27,11,2023,13,40
0,0,290,290,2,89,Not Fraud,2,1,2023,8,18
1,1,60,60,2,90,Not Fraud,6,2,2023,12,45
2,1,0,0,2,55,Not Fraud,13,3,2023,16,23
5,1,290,290,2,56,Not Fraud,21,4,2023,10,0
6,0,110,110,2,57,Not Fraud,26,5,2023,14,35
4,1,100,100,2,58,Not Fraud,1,7,2023,18,15
3,0,130,130,2,59,Not Fraud,8,8,2023,21,53
